lon lat depth
122.076813 29.969564 38.00
122.082507 29.971879 39.00
122.084964 29.974113 42.00
122.088530 29.974194 40.00
122.095553 29.970192 40.00
122.098588 29.967108 36.00
122.077115 29.957601 48.00
122.075119 29.955210 37.00
122.078114 29.960769 40.00
122.104517 29.972227 35.00
122.101346 29.972675 42.00
122.100974 29.969900 53.00
122.103647 29.975563 52.00
122.102328 29.975779 33.00
122.098536 29.976396 58.00
122.093777 29.977142 41.00
122.096832 29.979697 61.00
122.103638 29.967224 40.00
122.101566 29.964660 45.00
122.111171 29.984336 35.00
122.095624 29.981763 42.00
122.096135 29.985594 42.00
122.097330 29.987570 32.00
122.094798 29.985300 53.00
122.101002 29.988176 34.00
122.094983 29.989537 36.00
122.112471 29.989150 32.00
122.175986 29.924714 62.00
122.179743 29.922441 60.00
122.179694 29.927218 58.00
122.170227 29.923330 66.00
122.187079 29.922014 49.00
122.134119 29.928156 88.00
122.138772 29.923577 103.00
122.133255 29.924617 100.00
122.127915 29.924796 106.00
122.126364 29.922453 116.00
122.142876 29.923158 101.00
122.116037 29.919164 108.00
122.122617 29.919858 102.00
122.125704 29.917674 111.00
122.131820 29.920754 114.00
122.136149 29.918736 104.00
122.135754 29.915497 109.00
122.056735 29.929709 32.00
122.063220 29.928643 65.00
122.050328 29.929924 56.00
122.049156 29.934098 34.00
122.045500 29.935318 45.00
122.038200 29.932533 45.00
122.036741 29.923503 115.00
122.044729 29.923142 112.00
122.117722 29.922322 113.00
122.063630 29.893267 38.00
122.060497 29.895556 43.00
122.067605 29.897295 44.00
122.140384 29.860326 36.00
122.136383 29.863045 37.00
122.100585 29.858057 45.00
122.096793 29.858085 38.00
122.151407 29.835691 45.00
122.156614 29.833813 50.00
122.160394 29.834158 40.00
122.164141 29.835710 37.00
122.154966 29.835518 55.00
122.147727 29.839367 37.00
122.163439 29.841860 37.00
122.160131 29.845093 43.00
122.158750 29.840628 49.00
122.154977 29.841594 46.00
122.155009 29.838654 51.00
122.151284 29.842448 42.00
122.154945 29.844967 54.00
122.151316 29.846927 44.00
122.167903 29.843876 32.00
122.158778 29.837893 53.00
122.177081 29.834259 40.00
122.179980 29.838000 36.00
122.183590 29.838219 39.00
122.181509 29.834749 42.00
122.190983 29.833527 63.00
122.190186 29.836666 62.00
122.210959 29.834727 89.00
122.208264 29.834435 42.00
122.200234 29.836201 59.00
122.195108 29.835272 61.00
122.187755 29.839802 33.00
122.193355 29.838657 48.00
122.195419 29.837934 62.00
122.197187 29.840276 52.00
122.193751 29.842800 34.00
122.188937 29.843875 33.00
122.169951 29.847785 32.00
122.183117 29.853869 39.00
122.181046 29.854595 34.00
122.201203 29.849670 93.00
122.196679 29.854158 96.00
122.197050 29.849679 86.00
122.200331 29.846398 86.00
122.202726 29.844821 82.00
122.208266 29.843145 98.00
122.197895 29.843952 40.00
122.214636 29.835692 92.00
122.213533 29.838453 94.00
122.215997 29.840401 63.00
122.209307 29.838940 91.00
122.205510 29.840189 93.00
122.201212 29.839814 59.00
122.220081 29.846415 46.00
